Season,Category,Subcategory,Achievement,Player Name,Detail
1965/66,Premiership,1st Grade,Premiership,D Cooley,
1965/66,Premiership,1st Grade,Premiership,R Owens,
1966/67,Premiership,B1 Grade,Premiership,L Ellefsen,Captain
1966/67,Premiership,B1 Grade,Premiership,R Fowler,
1966/67,Premiership,B1 Grade,Premiership,C Wemm,
1966/67,Premiership,B1 Grade,Premiership,A Braun,
1966/67,Premiership,B1 Grade,Premiership,J Edwards,
1966/67,Premiership,B1 Grade,Premiership,G Povey,
1966/67,Premiership,B1 Grade,Premiership,S Smeath,
1966/67,Premiership,B1 Grade,Premiership,C Nairn,
1966/67,Premiership,B1 Grade,Premiership,A Evans,
1966/67,Premiership,B1 Grade,Premiership,B Taylor,
1966/67,Premiership,B1 Grade,Premiership,R Owens,
1966/67,Premiership,B1 Grade,Premiership,J Henderson,
1968/69,Premiership,B3 Grade,Premiership,L Ellefsen,Captain
1968/69,Premiership,B3 Grade,Premiership,R Fowler,
1968/69,Premiership,B3 Grade,Premiership,A Watling,
1968/69,Premiership,B3 Grade,Premiership,B Morris,
1968/69,Premiership,B3 Grade,Premiership,A Braun,
1968/69,Premiership,B3 Grade,Premiership,J Nichols,
1968/69,Premiership,B3 Grade,Premiership,G Povey,
1968/69,Premiership,B3 Grade,Premiership,S Smeath,
1968/69,Premiership,B3 Grade,Premiership,K Kallenberg,
1968/69,Premiership,B3 Grade,Premiership,F Dans,
1968/69,Premiership,B3 Grade,Premiership,P Curley,
1968/69,Premiership,B3 Grade,Premiership,J Kensitt,
1970/71,Premiership,1st Grade,Premiership,K Randell,Captain
1970/71,Premiership,1st Grade,Premiership,K London,
1970/71,Premiership,1st Grade,Premiership,R Stanley,
1970/71,Premiership,1st Grade,Premiership,G Patterson,
1970/71,Premiership,1st Grade,Premiership,A Paul,
1970/71,Premiership,1st Grade,Premiership,F Dans,
1970/71,Premiership,1st Grade,Premiership,D Bruins,
1970/71,Premiership,1st Grade,Premiership,E Piper,
1970/71,Premiership,1st Grade,Premiership,I Hunter,
1970/71,Premiership,1st Grade,Premiership,F Morris,
1970/71,Premiership,1st Grade,Premiership,R Ogden,
1970/71,Premiership,1st Grade,Premiership,R Schneider,
1971/72,Premiership,1st Grade,Premiership,K London,Captain
1971/72,Premiership,1st Grade,Premiership,R Stanley,
1971/72,Premiership,1st Grade,Premiership,T Bennetts,
1971/72,Premiership,1st Grade,Premiership,D Cooley,
1971/72,Premiership,1st Grade,Premiership,E Piper,
1971/72,Premiership,1st Grade,Premiership,I Hunter,
1971/72,Premiership,1st Grade,Premiership,G Povey,
1971/72,Premiership,1st Grade,Premiership,R Panzic,
1971/72,Premiership,1st Grade,Premiership,R Schneider,
1972/73,Premiership,1st Grade,Premiership,J Nykyforak,Captain
1972/73,Premiership,1st Grade,Premiership,J Nichols,
1972/73,Premiership,1st Grade,Premiership,K Ogden,
1972/73,Premiership,1st Grade,Premiership,P Curley,
1972/73,Premiership,1st Grade,Premiership,R Schneider,
1972/73,Premiership,1st Grade,Premiership,S Smeath,
1972/73,Premiership,1st Grade,Premiership,K London,
1972/73,Premiership,1st Grade,Premiership,I Hunter,
1972/73,Premiership,1st Grade,Premiership,B Morris,
1972/73,Premiership,1st Grade,Premiership,G Carruthers,
1972/73,Premiership,1st Grade,Premiership,N Durwood,
1973/74,Premiership,1st Grade,Premiership,J Nykyforak,Captain
1973/74,Premiership,1st Grade,Premiership,A Watling,
1973/74,Premiership,1st Grade,Premiership,P Curley,
1973/74,Premiership,1st Grade,Premiership,R Schneider,
1973/74,Premiership,1st Grade,Premiership,S Smeath,
1973/74,Premiership,1st Grade,Premiership,K London,
1973/74,Premiership,1st Grade,Premiership,I Hunter,
1973/74,Premiership,1st Grade,Premiership,F Morris,
1973/74,Premiership,1st Grade,Premiership,R Richards,
1973/74,Premiership,1st Grade,Premiership,B Taylor,
1974/75,Premiership,1st Grade,Premiership,J Nykyforak,Captain
1974/75,Premiership,1st Grade,Premiership,A Watling,
1974/75,Premiership,1st Grade,Premiership,P Curley,
1974/75,Premiership,1st Grade,Premiership,S Smeath,
1974/75,Premiership,1st Grade,Premiership,K London,
1974/75,Premiership,1st Grade,Premiership,J Henderson,
1974/75,Premiership,1st Grade,Premiership,F Morris,
1974/75,Premiership,1st Grade,Premiership,R Ogden,
1974/75,Premiership,1st Grade,Premiership,R Schneider,
1975/76,Premiership,1st Grade,Premiership,A Watling,Captain
1975/76,Premiership,1st Grade,Premiership,E Watling,
1975/76,Premiership,1st Grade,Premiership,P Curley,
1975/76,Premiership,1st Grade,Premiership,K Hart,
1975/76,Premiership,1st Grade,Premiership,S Smeath,
1975/76,Premiership,1st Grade,Premiership,J Nykyforak,
1975/76,Premiership,1st Grade,Premiership,L Maggs,
1975/76,Premiership,1st Grade,Premiership,F Morris,
1975/76,Premiership,1st Grade,Premiership,R Richards,
1975/76,Premiership,1st Grade,Premiership,K London,
1976/77,Premiership,A Reserves,Premiership,Bob Taylor,Captain
1976/77,Premiership,A Reserves,Premiership,W Chapman,
1976/77,Premiership,A Reserves,Premiership,A Taylor,
1976/77,Premiership,A Reserves,Premiership,A Paul,
1976/77,Premiership,A Reserves,Premiership,K London,
1976/77,Premiership,A Reserves,Premiership,P Gasson,
1976/77,Premiership,A Reserves,Premiership,M McCavana,
1976/77,Premiership,A Reserves,Premiership,P Semmens,
1976/77,Premiership,A Reserves,Premiership,G Carruthers,
1976/77,Premiership,A Reserves,Premiership,M Evans,
1976/77,Premiership,A Reserves,Premiership,B Morris,
1977/78,Premiership,1st Grade,Premiership,A Watling,Captain
1977/78,Premiership,1st Grade,Premiership,J Nykyforak,
1977/78,Premiership,1st Grade,Premiership,S Smeath,
1977/78,Premiership,1st Grade,Premiership,P Gasson,
1977/78,Premiership,1st Grade,Premiership,E Watling,
1977/78,Premiership,1st Grade,Premiership,W Chapman,
1977/78,Premiership,1st Grade,Premiership,L Maggs,
1977/78,Premiership,1st Grade,Premiership,F Morris,
1977/78,Premiership,1st Grade,Premiership,Ray Taylor,
1977/78,Premiership,1st Grade,Premiership,Barry Taylor,
1978/79,Premiership,1st Grade,Premiership,A Watling,Captain
1978/79,Premiership,1st Grade,Premiership,J Nykyforak,
1978/79,Premiership,1st Grade,Premiership,S Smeath,
1978/79,Premiership,1st Grade,Premiership,P Gasson,
1978/79,Premiership,1st Grade,Premiership,S Gasson,
1978/79,Premiership,1st Grade,Premiership,P Curley,
1978/79,Premiership,1st Grade,Premiership,A Pappadop,
1978/79,Premiership,1st Grade,Premiership,L Maggs,
1978/79,Premiership,1st Grade,Premiership,G Sambell,
1978/79,Premiership,1st Grade,Premiership,R Schneider,
1978/79,Premiership,1st Grade,Premiership,C Tinknell,
1981/82,Premiership,1st Grade,Premiership,A Watling,Captain
1981/82,Premiership,1st Grade,Premiership,R Dastoor,
1981/82,Premiership,1st Grade,Premiership,S Smeath,
1981/82,Premiership,1st Grade,Premiership,K Hart,
1981/82,Premiership,1st Grade,Premiership,L Saxon,
1981/82,Premiership,1st Grade,Premiership,W Chapman,
1981/82,Premiership,1st Grade,Premiership,J Nykyforak,
1981/82,Premiership,1st Grade,Premiership,R Walker,
1981/82,Premiership,1st Grade,Premiership,E Watling,
1981/82,Premiership,1st Grade,Premiership,P Harries,
1981/82,Premiership,1st Grade,Premiership,C Tinknell,
1985/86,Premiership,4th Grade,Premiership,P Gasson,Captain
1985/86,Premiership,4th Grade,Premiership,J Matthews,
1985/86,Premiership,4th Grade,Premiership,I Budimir,
1985/86,Premiership,4th Grade,Premiership,W Chapman,
1985/86,Premiership,4th Grade,Premiership,T Fullgrabe,
1985/86,Premiership,4th Grade,Premiership,T McInnes,
1985/86,Premiership,4th Grade,Premiership,S Gasson,
1985/86,Premiership,4th Grade,Premiership,M Evans,
1985/86,Premiership,4th Grade,Premiership,R Munns,
1985/86,Premiership,4th Grade,Premiership,G Chaplin,
1985/86,Premiership,4th Grade,Premiership,F Williamson,
1985/86,Premiership,6th Grade,Premiership,B Richards,Captain
1985/86,Premiership,6th Grade,Premiership,G Connett,
1985/86,Premiership,6th Grade,Premiership,E Watling,
1985/86,Premiership,6th Grade,Premiership,P Henderson,
1985/86,Premiership,6th Grade,Premiership,J Henderson,
1985/86,Premiership,6th Grade,Premiership,C Fullgrabe,
1985/86,Premiership,6th Grade,Premiership,G Reardon,
1985/86,Premiership,6th Grade,Premiership,K Andrews,
1985/86,Premiership,6th Grade,Premiership,S Warder,
1985/86,Premiership,6th Grade,Premiership,J Perry,
1985/86,Premiership,6th Grade,Premiership,A Monisse,
1988/89,Premiership,1st Grade,Premiership,D Woods,Captain
1988/89,Premiership,1st Grade,Premiership,D Cohen,
1988/89,Premiership,1st Grade,Premiership,P Harries,
1988/89,Premiership,1st Grade,Premiership,S Gasson,
1988/89,Premiership,1st Grade,Premiership,S Smeath,
1988/89,Premiership,1st Grade,Premiership,J Nykyforak,
1988/89,Premiership,1st Grade,Premiership,D Fitzgerald,
1988/89,Premiership,1st Grade,Premiership,A Sadiq,
1988/89,Premiership,1st Grade,Premiership,P Curley,
1988/89,Premiership,1st Grade,Premiership,M McAlister,
1988/89,Premiership,1st Grade,Premiership,S Bell,
1991/92,Premiership,1st Grade,Premiership,D Fitzgerald,Captain
1991/92,Premiership,1st Grade,Premiership,D Ridden,
1991/92,Premiership,1st Grade,Premiership,P Henry,
1991/92,Premiership,1st Grade,Premiership,D Woods,
1991/92,Premiership,1st Grade,Premiership,D Fullgrabe,
1991/92,Premiership,1st Grade,Premiership,S Bell,
1991/92,Premiership,1st Grade,Premiership,P Curley,
1991/92,Premiership,1st Grade,Premiership,J Matthews,
1991/92,Premiership,1st Grade,Premiership,M Jeps,
1992/93,Premiership,1st Grade,Premiership,D Fitzgerald,Captain
1992/93,Premiership,1st Grade,Premiership,P Henry,
1992/93,Premiership,1st Grade,Premiership,D Woods,
1992/93,Premiership,1st Grade,Premiership,A Watling,
1992/93,Premiership,1st Grade,Premiership,R Dastoor,
1992/93,Premiership,1st Grade,Premiership,P Curley,
1992/93,Premiership,1st Grade,Premiership,M McAlister,
1992/93,Premiership,1st Grade,Premiership,S Kroenert,
1992/93,Premiership,1st Grade,Premiership,M Sedgman,
1992/93,Premiership,1st Grade,Premiership,P Neilson,
1993/94,Premiership,1st Grade,Premiership,D Fitzgerald,Captain
1993/94,Premiership,1st Grade,Premiership,D Cohen,
1993/94,Premiership,1st Grade,Premiership,P Henry,
1993/94,Premiership,1st Grade,Premiership,D Woods,
1993/94,Premiership,1st Grade,Premiership,A Watling,
1993/94,Premiership,1st Grade,Premiership,J Frossos,
1993/94,Premiership,1st Grade,Premiership,S Kroenert,
1993/94,Premiership,1st Grade,Premiership,M Sedgman,
1993/94,Premiership,1st Grade,Premiership,P Neilson,
1993/94,Premiership,4th Grade,Premiership,D Fullgrabe,Captain
1993/94,Premiership,4th Grade,Premiership,A Wilson,
1993/94,Premiership,4th Grade,Premiership,R Wilson,
1993/94,Premiership,4th Grade,Premiership,S Smeath,
1993/94,Premiership,4th Grade,Premiership,S Gasson,
1993/94,Premiership,4th Grade,Premiership,M Coore,
1993/94,Premiership,4th Grade,Premiership,D Farrell,
1993/94,Premiership,4th Grade,Premiership,A Guilfoyle,
1993/94,Premiership,4th Grade,Premiership,B Houston,
1993/94,Premiership,4th Grade,Premiership,J Watling,
1993/94,Premiership,4th Grade,Premiership,T Ziatis,
1994/95,Premiership,1st Grade,Premiership,D Fitzgerald,Captain
1994/95,Premiership,1st Grade,Premiership,P Henry,
1994/95,Premiership,1st Grade,Premiership,D Cohen,
1994/95,Premiership,1st Grade,Premiership,D Woods,
1994/95,Premiership,1st Grade,Premiership,G Thomson,
1994/95,Premiership,1st Grade,Premiership,A Gowers,
1994/95,Premiership,1st Grade,Premiership,P O’Shea,
1994/95,Premiership,1st Grade,Premiership,M McAlister,
1994/95,Premiership,1st Grade,Premiership,R Henry,
1994/95,Premiership,1st Grade,Premiership,S Kroenert,
1994/95,Premiership,1st Grade,Premiership,P Neilson,
1994/95,Premiership,2nd Grade,Premiership,R Dastoor,Captain
1994/95,Premiership,2nd Grade,Premiership,B Ogden,
1994/95,Premiership,2nd Grade,Premiership,J Frossos,
1994/95,Premiership,2nd Grade,Premiership,D Williams,
1994/95,Premiership,2nd Grade,Premiership,T Harding,
1994/95,Premiership,2nd Grade,Premiership,A Watling,
1994/95,Premiership,2nd Grade,Premiership,J Matthews,
1994/95,Premiership,2nd Grade,Premiership,P Harries,
1994/95,Premiership,2nd Grade,Premiership,D Ferrau,
1994/95,Premiership,2nd Grade,Premiership,J Carcich,
1994/95,Premiership,6th Grade,Premiership,G Gilbert,Captain
1994/95,Premiership,6th Grade,Premiership,D Gilbert,
1994/95,Premiership,6th Grade,Premiership,M Ellis,
1994/95,Premiership,6th Grade,Premiership,W Chapman,
1994/95,Premiership,6th Grade,Premiership,W Dickerson,
1994/95,Premiership,6th Grade,Premiership,S Gasson,
1994/95,Premiership,6th Grade,Premiership,P Markey,
1994/95,Premiership,6th Grade,Premiership,R Spina,
1994/95,Premiership,6th Grade,Premiership,D Farrell,
1994/95,Premiership,6th Grade,Premiership,L Matthews,
1994/95,Premiership,6th Grade,Premiership,C Houston,
1995/96,Premiership,1st Grade,Premiership,D Woods,Captain
1995/96,Premiership,1st Grade,Premiership,D Fitzgerald,
1995/96,Premiership,1st Grade,Premiership,R Henry,
1995/96,Premiership,1st Grade,Premiership,D Cohen,
1995/96,Premiership,1st Grade,Premiership,J Matthews,
1995/96,Premiership,1st Grade,Premiership,G Thomson,
1995/96,Premiership,1st Grade,Premiership,J Frossos,
1995/96,Premiership,1st Grade,Premiership,M McAlister,
1995/96,Premiership,1st Grade,Premiership,D Fullgrabe,
1995/96,Premiership,1st Grade,Premiership,S Kroenert,
1995/96,Premiership,1st Grade,Premiership,P Neilson,
1996/97,Premiership,1st Grade,Premiership,D Woods,Captain
1996/97,Premiership,1st Grade,Premiership,D Fitzgerald,
1996/97,Premiership,1st Grade,Premiership,R Henry,
1996/97,Premiership,1st Grade,Premiership,D Cohen,
1996/97,Premiership,1st Grade,Premiership,G Smith,
1996/97,Premiership,1st Grade,Premiership,G Thomson,
1996/97,Premiership,1st Grade,Premiership,D Ridden,
1996/97,Premiership,1st Grade,Premiership,M McAlister,
1996/97,Premiership,1st Grade,Premiership,D Fullgrabe,
1996/97,Premiership,1st Grade,Premiership,S Kroenert,
1996/97,Premiership,1st Grade,Premiership,M Beck,
1996/97,Premiership,3rd Grade,Premiership,J Nykyforak,Captain
1996/97,Premiership,3rd Grade,Premiership,P Gasson,
1996/97,Premiership,3rd Grade,Premiership,W Chapman,
1996/97,Premiership,3rd Grade,Premiership,G Woods,
1996/97,Premiership,3rd Grade,Premiership,D Hicks,
1996/97,Premiership,3rd Grade,Premiership,B Dougan,
1996/97,Premiership,3rd Grade,Premiership,P Nichols,
1996/97,Premiership,3rd Grade,Premiership,C Tincknell,
1996/97,Premiership,3rd Grade,Premiership,J O’Connor,
1996/97,Premiership,3rd Grade,Premiership,S Bell,
1996/97,Premiership,3rd Grade,Premiership,A Wilson,
1997/98,Premiership,1st Grade,Premiership,D Woods,Captain
1997/98,Premiership,1st Grade,Premiership,D Fitzgerald,
1997/98,Premiership,1st Grade,Premiership,R Henry,
1997/98,Premiership,1st Grade,Premiership,D Cohen,
1997/98,Premiership,1st Grade,Premiership,G Smith,
1997/98,Premiership,1st Grade,Premiership,G Thomson,
1997/98,Premiership,1st Grade,Premiership,D Ridden,
1997/98,Premiership,1st Grade,Premiership,M McAlister,
1997/98,Premiership,1st Grade,Premiership,D Fullgrabe,
1997/98,Premiership,1st Grade,Premiership,S Kroenert,
1997/98,Premiership,1st Grade,Premiership,B Purvis,
1998/99,Premiership,1st Grade,Premiership,M McAlister,Captain
1998/99,Premiership,1st Grade,Premiership,D Fitzgerald,
1998/99,Premiership,1st Grade,Premiership,D Woods,
1998/99,Premiership,1st Grade,Premiership,D Cohen,
1998/99,Premiership,1st Grade,Premiership,D Fullgrabe,
1998/99,Premiership,1st Grade,Premiership,S Kroenert,
1998/99,Premiership,1st Grade,Premiership,P Neilson,
1998/99,Premiership,1st Grade,Premiership,G Smith,
1998/99,Premiership,1st Grade,Premiership,G Thomson,
1998/99,Premiership,1st Grade,Premiership,M Pavleka,
1998/99,Premiership,1st Grade,Premiership,P Nichols,
1999/00,Premiership,1st Grade,Premiership,D Woods,Captain
1999/00,Premiership,1st Grade,Premiership,D Cohen,
1999/00,Premiership,1st Grade,Premiership,M Pavleka,
1999/00,Premiership,1st Grade,Premiership,D Fitzgerald,
1999/00,Premiership,1st Grade,Premiership,G Smith,
1999/00,Premiership,1st Grade,Premiership,G Thomson,
1999/00,Premiership,1st Grade,Premiership,T Ridden,
1999/00,Premiership,1st Grade,Premiership,G Gilbert,
1999/00,Premiership,1st Grade,Premiership,S Kroenert,
1999/00,Premiership,1st Grade,Premiership,D Fullgrabe,
1999/00,Premiership,1st Grade,Premiership,P Neilson,
2000/01,Premiership,1st Grade,Premiership,D Cohen,Captain
2000/01,Premiership,1st Grade,Premiership,M Pavleka,
2000/01,Premiership,1st Grade,Premiership,D Woods,
2000/01,Premiership,1st Grade,Premiership,T Wilson,
2000/01,Premiership,1st Grade,Premiership,G Smith,
2000/01,Premiership,1st Grade,Premiership,G Gilbert,
2000/01,Premiership,1st Grade,Premiership,R Henry,
2000/01,Premiership,1st Grade,Premiership,S Kroenert,
2000/01,Premiership,1st Grade,Premiership,D Ferrau,
2000/01,Premiership,1st Grade,Premiership,P Neilson,
2000/01,Premiership,One Day,Premiership,D Farrell,Captain
2000/01,Premiership,One Day,Premiership,J Matthews,
2000/01,Premiership,One Day,Premiership,M Matthews,
2000/01,Premiership,One Day,Premiership,R Cooke,
2000/01,Premiership,One Day,Premiership,J Gallagher,
2000/01,Premiership,One Day,Premiership,M Pratt,
2000/01,Premiership,One Day,Premiership,F Farac,
2000/01,Premiership,One Day,Premiership,N Ridden,
2000/01,Premiership,One Day,Premiership,T Kirkwood,
2000/01,Premiership,One Day,Premiership,J Bonney,
2000/01,Premiership,One Day,Premiership,A Devereaux,
2003/04,Premiership,1st Grade,Premiership,M Pavleka,Captain
2003/04,Premiership,1st Grade,Premiership,D Woods,
2003/04,Premiership,1st Grade,Premiership,T Wilson,
2003/04,Premiership,1st Grade,Premiership,T Harding,
2003/04,Premiership,1st Grade,Premiership,S Watling,
2003/04,Premiership,1st Grade,Premiership,P Nichols,
2003/04,Premiership,1st Grade,Premiership,J Coad,
2003/04,Premiership,1st Grade,Premiership,S Evans,
2003/04,Premiership,1st Grade,Premiership,T Ridden,
2003/04,Premiership,1st Grade,Premiership,B DeGois,
2003/04,Premiership,1st Grade,Premiership,D Houston,
2009/10,Premiership,1st Grade,Premiership,G Smith,Captain
2009/10,Premiership,1st Grade,Premiership,D Cohen,
2009/10,Premiership,1st Grade,Premiership,D Woods,
2009/10,Premiership,1st Grade,Premiership,N McInerney,
2009/10,Premiership,1st Grade,Premiership,T Wilson,
2009/10,Premiership,1st Grade,Premiership,M Hardy,
2009/10,Premiership,1st Grade,Premiership,J Hughes,
2009/10,Premiership,1st Grade,Premiership,T Houston,
2009/10,Premiership,1st Grade,Premiership,C Monarawila,
2009/10,Premiership,1st Grade,Premiership,G Fernando,
2010/11,Premiership,4th Grade,Premiership,D Ridden,Captain
2010/11,Premiership,4th Grade,Premiership,R Pachta,
2010/11,Premiership,4th Grade,Premiership,R Lanzon,
2010/11,Premiership,4th Grade,Premiership,J Davey,
2010/11,Premiership,4th Grade,Premiership,D Williams,
2010/11,Premiership,4th Grade,Premiership,A Day,
2010/11,Premiership,4th Grade,Premiership,N Daniell,
2010/11,Premiership,4th Grade,Premiership,R Ruthven,
2010/11,Premiership,4th Grade,Premiership,R Ridden,
2010/11,Premiership,4th Grade,Premiership,M Chappell,
2010/11,Premiership,4th Grade,Premiership,T Kirkwood,
2010/11,Premiership,6th Grade,Premiership,J Frossos,Captain
2010/11,Premiership,6th Grade,Premiership,M Sodano,
2010/11,Premiership,6th Grade,Premiership,A King,
2010/11,Premiership,6th Grade,Premiership,M O’Dea,
2010/11,Premiership,6th Grade,Premiership,M Saxon,
2010/11,Premiership,6th Grade,Premiership,Dan Ferrau,
2010/11,Premiership,6th Grade,Premiership,B DeGois,
2010/11,Premiership,6th Grade,Premiership,S Senarathne,
2010/11,Premiership,6th Grade,Premiership,M Lingappa,
2010/11,Premiership,6th Grade,Premiership,J Bonney,
2010/11,Premiership,6th Grade,Premiership,B Groves,
2011/12,Premiership,3rd Grade,Premiership,M Evans,Captain
2011/12,Premiership,3rd Grade,Premiership,R Pachta,
2011/12,Premiership,3rd Grade,Premiership,D Williams,
2011/12,Premiership,3rd Grade,Premiership,R Suares,
2011/12,Premiership,3rd Grade,Premiership,J Coad,
2011/12,Premiership,3rd Grade,Premiership,A King,
2011/12,Premiership,3rd Grade,Premiership,D Adamson,
2011/12,Premiership,3rd Grade,Premiership,M Chappell,
2011/12,Premiership,3rd Grade,Premiership,B Groves,
2011/12,Premiership,3rd Grade,Premiership,T Kirkwood,
2011/12,Premiership,7th Grade,Premiership,A Liange,Captain
2011/12,Premiership,7th Grade,Premiership,B Barker,
2011/12,Premiership,7th Grade,Premiership,P Harries,
2011/12,Premiership,7th Grade,Premiership,N Gamage,
2011/12,Premiership,7th Grade,Premiership,A Park,
2011/12,Premiership,7th Grade,Premiership,C Jayasinghe,
2011/12,Premiership,7th Grade,Premiership,G Hall,
2011/12,Premiership,7th Grade,Premiership,C Mandawalli,
2011/12,Premiership,7th Grade,Premiership,G Gilbert,
2011/12,Premiership,7th Grade,Premiership,L Matthews,
2011/12,Premiership,7th Grade,Premiership,T Bielby,
2011/12,Premiership,7th Grade,Premiership,R Ismalage,
2012/13,Premiership,1st Grade,Premiership,N McInerney,Captain
2012/13,Premiership,1st Grade,Premiership,D Cohen,
2012/13,Premiership,1st Grade,Premiership,D Ridden,
2012/13,Premiership,1st Grade,Premiership,B Suares,
2012/13,Premiership,1st Grade,Premiership,S Bilkey,
2012/13,Premiership,1st Grade,Premiership,C Williamson,
2012/13,Premiership,1st Grade,Premiership,G Smith,
2012/13,Premiership,1st Grade,Premiership,J Hughes,
2012/13,Premiership,1st Grade,Premiership,M Hardy,
2012/13,Premiership,1st Grade,Premiership,D Williams,
2012/13,Premiership,1st Grade,Premiership,C Monarawila,
2012/13,Premiership,5th Grade,Premiership,D Proudmore,Captain
2012/13,Premiership,5th Grade,Premiership,T Harrop,
2012/13,Premiership,5th Grade,Premiership,M Sodano,
2012/13,Premiership,5th Grade,Premiership,R Maher,
2012/13,Premiership,5th Grade,Premiership,J Harvey,
2012/13,Premiership,5th Grade,Premiership,N Lanzon,
2012/13,Premiership,5th Grade,Premiership,N Daniell,
2012/13,Premiership,5th Grade,Premiership,B DeGois,
2012/13,Premiership,5th Grade,Premiership,M O’Dea,
2012/13,Premiership,5th Grade,Premiership,C Fantoni,
2012/13,Premiership,5th Grade,Premiership,S Bielby,
2012/13,Premiership,5th Grade,Premiership,M Dennis,
2012/13,Premiership,6th Grade,Premiership,B Sloan,Captain
2012/13,Premiership,6th Grade,Premiership,B Barker,
2012/13,Premiership,6th Grade,Premiership,W Chapman,
2012/13,Premiership,6th Grade,Premiership,R Pachta,
2012/13,Premiership,6th Grade,Premiership,D Ferrau,
2012/13,Premiership,6th Grade,Premiership,J Hardy,
2012/13,Premiership,6th Grade,Premiership,S Funston,
2012/13,Premiership,6th Grade,Premiership,S Ismalage,
2012/13,Premiership,6th Grade,Premiership,M Lingappa,
2012/13,Premiership,6th Grade,Premiership,T McInnes,
2013/14,Premiership,7th Grade,Premiership,S Ismalage,Captain
2013/14,Premiership,7th Grade,Premiership,G Hall,
2013/14,Premiership,7th Grade,Premiership,R Ismalage,
2013/14,Premiership,7th Grade,Premiership,N Gamage,
2013/14,Premiership,7th Grade,Premiership,M Chappell,
2013/14,Premiership,7th Grade,Premiership,P Henry,
2013/14,Premiership,7th Grade,Premiership,G Meakins,
2013/14,Premiership,7th Grade,Premiership,S Drabble,
2013/14,Premiership,7th Grade,Premiership,S Funston,
2014/15,Premiership,1st Grade,Premiership,M Hardy,Captain
2014/15,Premiership,1st Grade,Premiership,D Ridden,
2014/15,Premiership,1st Grade,Premiership,D Cohen,
2014/15,Premiership,1st Grade,Premiership,S Bilkey,
2014/15,Premiership,1st Grade,Premiership,S Cohen,
2014/15,Premiership,1st Grade,Premiership,J Hughes,
2014/15,Premiership,1st Grade,Premiership,C Williamson,
2014/15,Premiership,1st Grade,Premiership,R Ruthven,
2014/15,Premiership,1st Grade,Premiership,C Monarawila,
2014/15,Premiership,1st Grade,Premiership,B Groves,
2014/15,Premiership,1st Grade,Premiership,D Williams,
2015/16,Premiership,1st Grade,Premiership,M Hardy,Captain
2015/16,Premiership,1st Grade,Premiership,D Ridden,
2015/16,Premiership,1st Grade,Premiership,M Ennis,
2015/16,Premiership,1st Grade,Premiership,S Bilkey,
2015/16,Premiership,1st Grade,Premiership,D Cohen,
2015/16,Premiership,1st Grade,Premiership,J Hughes,
2015/16,Premiership,1st Grade,Premiership,C Williamson,
2015/16,Premiership,1st Grade,Premiership,R Ruthven,
2015/16,Premiership,1st Grade,Premiership,C Monarawila,
2015/16,Premiership,1st Grade,Premiership,B Groves,
2015/16,Premiership,1st Grade,Premiership,M O’Dea,
2015/16,Premiership,4th Grade,Premiership,B Sloan,Captain
